No,分局,派出所,警編,位置
4710,三民二分局,覺民所,KC98C1635,義華路299巷口-向南(108維)
4711,三民二分局,覺民所,KC98C1636,義民廟西側廣場-向北(108維)
4712,三民二分局,覺民所,KC98C1637,義華路421巷21號斜對面-向西(108維)
4713,三民二分局,覺民所,KC98C1638,壽昌路與褒忠街口-向西(108維)
4714,三民二分局,覺民所,KC98C1639,壽昌路8號前-向南(108維)
4715,三民二分局,覺民所,KC98C1640,大昌二路與義昌路口-向東(108維)
4716,三民二分局,覺民所,KC98C1641,大昌二路104巷口-向東(108維)
4717,三民二分局,覺民所,KC98C1643,壽昌路118號前-向南(108維)
4718,三民二分局,覺民所,KC98C1645,義華路421巷口-向南(108維)
4719,三民二分局,覺民所,KC98C1646,義華路421巷21號前-向東(108維)
4720,三民二分局,覺民所,KC98C1647,褒忠街與壽昌路口-向東(108維)
4721,三民二分局,覺民所,KC98C1648,壽昌路8號前-向北(108維)
4722,三民二分局,覺民所,KC98C1649,義華路373號前-向東(108維)
4723,三民二分局,覺民所,KC98C1660,克武路與臥龍路口-向西
4724,三民二分局,覺民所,KC98C1651,克強路65號前-向北(107維)
4725,三民二分局,覺民所,KC98C1652,克強路65號前-向西
4726,三民二分局,覺民所,KC98C1655,有光路205巷口-向南
4727,三民二分局,覺民所,KC98C1654,九如一路381巷口-向北(107維)
4728,三民二分局,覺民所,KC98C1650,臥龍路54巷口-向北(110維)
4729,三民二分局,覺民所,KC98C1657,臥龍路與克武路口-向東(107維)
4730,三民二分局,覺民所,KC98C1658,大順三路366巷口-向北(108維)
4731,三民二分局,覺民所,KC98C1656,九如一路501號旁-向北(110維)
4732,三民二分局,覺民所,KC98C1659,克武路與克強路口-向北(107維)
4733,三民二分局,覺民所,KC98C1653,臥龍路23巷口-向西
4734,三民二分局,覺民所,KC98C1662,有光路116號前-向西(110維)
4735,三民二分局,覺民所,KC98C1663,有光路與九如一路381巷口-向南(107維)
4736,三民二分局,覺民所,KC98C1664,大順三路366巷口-向北(108維)
4737,三民二分局,覺民所,KC98C1665,九如一路455號旁-向東(108維)
4738,三民二分局,覺民所,KC98C1688,義華路476號旁-向北(109維)
4739,三民二分局,覺民所,KC98C1690,建興路96巷28號-向南
4740,三民二分局,覺民所,KC98C1709,建興路118巷1號對面-向北(109維)
4741,三民二分局,覺民所,KC98C1713,建武路206巷口-向東(109維)
4742,三民二分局,覺民所,KC98C1686,建武路與建興路口-向北(108維)
4743,三民二分局,覺民所,KC98C1693,建興路99巷2號前-向南(108維)
4744,三民二分局,覺民所,KC98C1694,正豐街與大昌二路185巷口-向北(109維)
4745,三民二分局,覺民所,KC98C1696,寶興路與大順二路口-向東(108維)
4746,三民二分局,覺民所,KC98C1697,建武路145巷與正忠路215巷1弄口-向北(109維)
4747,三民二分局,覺民所,KC98C1700,正忠路200巷口-向東(109維)
4748,三民二分局,覺民所,KC98C1702,建興路118巷口-向西(108維)
4749,三民二分局,覺民所,KC98C1707,大順二路與建興路123巷口-向北(109維)
4750,三民二分局,覺民所,KC98C1712,大順二路132巷口-向北(108維)
4751,三民二分局,覺民所,KC98E3920,壽昌路2號前-向東(108維)
4752,三民二分局,覺民所,KC98E3921,壽昌路3號前-向南(108維)
4753,三民二分局,覺民所,KC98E3922,壽昌路2號前-向北(108維)
4754,三民二分局,覺民所,KC98E3923,壽昌路與義昌路口-向西(108維)
4755,三民二分局,覺民所,KC98E3924,覺民路與壽昌路口-向西(105維)
4756,三民二分局,覺民所,KC98E3925,覺民路與壽昌路口-向東(105維)
4757,三民二分局,覺民所,KC98E3926,覺民路與壽昌路口-向北(105維)
4758,三民二分局,覺民所,KC98E3927,覺民路與光武路口-向東(105維)
4759,三民二分局,覺民所,KC98E3928,覺民路與光武路口-向西(108維)
4760,三民二分局,覺民所,KC98E3929,覺民路與光武路口-向南(109維)
4761,三民二分局,覺民所,KC98E3934,覺民路321號前-向東
4762,三民二分局,覺民所,KC98E3935,光武路160號前-向西
4763,三民二分局,覺民所,KC98E3937,九如一路560巷口-向北(108維)
4764,三民二分局,覺民所,KC98E3938,建興路與正豐街口-向西(108維)
4765,三民二分局,覺民所,KC98E3939,建興路與建武路76巷7弄口-向南(108維)
4766,三民二分局,覺民所,KC98E3940,覺民路與正豐街口-向北(108維)
4767,三民二分局,覺民所,KC98E3941,大順二路55巷與九如一路590巷口-向南(108維)
4768,三民二分局,覺民所,KC98E3942,正忠路與寶安街口-向東南(108維)
4769,三民二分局,覺民所,KC98E3943,禮明路93巷口-向北(108維)
4770,三民二分局,覺民所,KC98E3944,大順二路55巷85號對面-向北(108維)
4771,三民二分局,覺民所,KC98E3945,大順二路55巷77號對面-向東(108維)
4772,三民二分局,覺民所,KC98E3946,大順二路55巷77號對面-向西(108維)
4773,三民二分局,覺民所,KC98E3947,九如一路538巷口-向北(108維)
4774,三民二分局,覺民所,KC98E3948,九如一路548巷口-向北(108維)
4775,三民二分局,覺民所,KC98E3949,大順二路55巷口-向西(108維)
4776,三民二分局,覺民所,KC98E3950,九如一路548巷59弄11號前-向東(108維)
4777,三民二分局,覺民所,KC98E3951,覺民路與大昌二路口-向東(108維)
4778,三民二分局,覺民所,KC98E3952,覺民路與禮民路93巷口-向南(108維)
4779,三民二分局,覺民所,KC98E3972,大豐二路379巷口-向東南(105維)
4780,三民二分局,覺民所,KC98E3973,大豐二路364巷口-向東南(106維)
4781,三民二分局,覺民所,KC98E3974,春陽街62號前-向西南
4782,三民二分局,覺民所,KC98E3975,春陽街89號前-向西(107維)
4783,三民二分局,覺民所,KC98E3976,春陽街167號前-向東(105維)
4784,三民二分局,覺民所,KC98E3977,皓東路76巷19弄口-向西(105維)
4785,三民二分局,覺民所,KC98E3980,義德路125號前-向南(105維)
4786,三民二分局,覺民所,KC98E3982,大昌二路212巷57號前-向東(105維)
4787,三民二分局,覺民所,KC98E3984,修武街55號前-向西(105維)
4788,三民二分局,覺民所,KC98E4001,鐵道一街266號對面-向北(110維)
4789,三民二分局,覺民所,KC98E4002,克武路137號前-向東(110維)
4790,三民二分局,覺民所,KC98E4003,鐵道一街266號對面-向東(110維)
4791,三民二分局,覺民所,KC98E4004,鐵道一街128號對面-向東(110維)
4792,三民二分局,覺民所,KC98E4005,鐵道一街128號對面-向北(110維)
4793,三民二分局,覺民所,KC98E4006,鐵道一街128號對面-向西(110維)
4794,三民二分局,覺民所,KC98E4007,光富路89號對面-向南(110維)
4795,三民二分局,覺民所,KC98E4008,克武路11號前-向東(110維)
4796,三民二分局,覺民所,KC98E4009,克武路1巷34號前-向北(110維)
4797,三民二分局,覺民所,KC98E4010,鐵道一街2號對面-向東(110維)
4798,三民二分局,覺民所,KC98E4011,鐵道一街2號對面-向西公園(110維)
4799,三民二分局,覺民所,KC98E4012,克武路24號前-向西(110維)
4800,三民二分局,覺民所,KC98E4013,克武路101號對面-向東(110維)
4801,三民二分局,覺民所,KC98E4014,克武路111號前-向西(110維)
4802,三民二分局,覺民所,KC98E4015,九如一路381巷29號前-向北全景(110維)
4803,三民二分局,覺民所,KC98E4016,鐵道一街266號對面-向西公園(110維)
4804,三民二分局,覺民所,KC98E4017,壽昌路297號前-向西(108維)
4805,三民二分局,覺民所,KC98E4018,壽昌路174號前-向北(108維)
4806,三民二分局,覺民所,KC98E4019,壽昌路335號前-向南(108維)
4807,三民二分局,覺民所,KC98E4020,壽昌路205號前-向南(108維)
4808,三民二分局,覺民所,KC98E4021,大昌二路212巷97號旁-向南(108維)
4809,三民二分局,覺民所,KC98E4022,修武街15巷與大豐二路266巷口-向東(108維)
4810,三民二分局,覺民所,KC98E4023,義華路382號旁-向北(108維)
4811,三民二分局,覺民所,KC98E4024,修武街15巷與大豐二路266巷口-向北(108維)
4812,三民二分局,覺民所,KC98E4025,大昌二路212巷52號前-向西(108維)
4813,三民二分局,覺民所,KC98E4026,義華路412巷口-向西(108維)
4814,三民二分局,覺民所,KC98E4027,壽昌路162號前-向西(108維)
4815,三民二分局,覺民所,KC98E4028,義華路412巷口-向北(108維)
4816,三民二分局,覺民所,KC98E4029,修武街7號前-向北(108維)
4817,三民二分局,覺民所,KC98E4030,壽昌路162號前-向東(108維)
4818,三民二分局,覺民所,KC98E4031,義華路340巷33號前-向北(108維)
4819,三民二分局,覺民所,KC98E4032,義華路340巷口-向北(108維)
4820,三民二分局,覺民所,KC100G0226,大豐二路與大利街29巷口-向東(108維)
4821,三民二分局,覺民所,KC100G0227,大慶街130號前-向南
4822,三民二分局,覺民所,KC100G0228,大慶街128巷內-向南
4823,三民二分局,覺民所,KC100G0229,大利街36巷6弄口-向西南(108維)
4824,三民二分局,覺民所,KC100G0230,大慶街130號前-向西
4825,三民二分局,覺民所,KC100G0231,昭良街2號前-向西南
4826,三民二分局,覺民所,KC100G0232,昭良街2號前-向東南
4827,三民二分局,覺民所,KC100G0233,大慶街36巷與大豐二路564巷口-向西北(108維)
4828,三民二分局,覺民所,KC100G0234,昭良街57巷28號旁-向北
4829,三民二分局,覺民所,KC100G0235,大慶街48號前-向西南(109維)
4830,三民二分局,覺民所,KC100G0236,育英街120號前-向西南(109維)
4831,三民二分局,覺民所,KC100G0237,大豐二路538號旁-向東北
4832,三民二分局,覺民所,KC100G0238,大豐二路538號旁-向西南
4833,三民二分局,覺民所,KC100G0239,大豐二路與大慶街口-向東北
4834,三民二分局,覺民所,KC100G0240,昭良街2巷11號前-向西
4835,三民二分局,覺民所,KC100G0241,建工路203巷30弄旁-向南
4836,三民二分局,覺民所,KC100G0265,大豐二路321號旁-向西北(照大豐二路323巷內)
4837,三民二分局,覺民所,KC100G0266,大昌二路212巷57號前(陽明國小大門左側)-向西
4838,三民二分局,覺民所,KC100G0267,大昌二路212巷口-向東
4839,三民二分局,覺民所,KC100G0272,義德路59號前-向東
4840,三民二分局,覺民所,KC100G0273,壽昌路150號前-向南
4841,三民二分局,覺民所,KC100G0274,褒忠街11巷1號前-向南
4842,三民二分局,覺民所,KC100G0275,光武路158巷16號前-向西
4843,三民二分局,覺民所,KC100G0276,褒忠街25巷1號前-向北
4844,三民二分局,覺民所,KC100G0277,褒忠街24巷1號前-向南
4845,三民二分局,覺民所,KC100G0278,褒忠街64巷口-向東
4846,三民二分局,覺民所,KC100G0279,褒忠街78巷1號-向南
4847,三民二分局,覺民所,KC100G0280,褒忠街91巷口-照公園全景
4848,三民二分局,覺民所,KC100G0281,義昌路38號旁-向北
4849,三民二分局,覺民所,KC100G0282,褒忠街103巷13號前-向北
4850,三民二分局,覺民所,KC100G0283,義仁街17巷4號(義民廟旁)-向東
4851,三民二分局,覺民所,KC100G0284,義仁街33號前-向東
4852,三民二分局,覺民所,KC100G0285,義仁街20號前-向南
4853,三民二分局,覺民所,KC100G0286,義華路361巷22號前-向東(108維)
4854,三民二分局,覺民所,KC100G0287,義德路20號前-向南(照褒忠街64巷)
4855,三民二分局,覺民所,KC100G0288,義德路5號前-向西(108維)
4856,三民二分局,覺民所,KC100G0289,褒忠街58巷1號前-向西
4857,三民二分局,覺民所,KC100G0290,有光路205巷39號對面-向西(110維)
4858,三民二分局,覺民所,KC100G0291,有光路205巷39號對面-向北(110維)
4859,三民二分局,覺民所,KC100G0292,鐵道一街470號對面-向東(110維)
4860,三民二分局,覺民所,KC100G0293,大順三路316巷4弄17號前-向西(107維)
4861,三民二分局,覺民所,KC100G0294,大順三路366巷口-向東(107維)
4862,三民二分局,覺民所,KC100G0295,鐵道一街470號對面-向西(110維)
4863,三民二分局,覺民所,KC100G0296,臥龍路23巷20號前-向東(107維)
4864,三民二分局,覺民所,KC100G0297,大順三路330號前-向北(110維)
4865,三民二分局,覺民所,KC100G0298,臥龍路54巷14號旁-向東(107維)
4866,三民二分局,覺民所,KC100G0299,九如一路455號旁-向東(107維)
4867,三民二分局,覺民所,KC100G0300,臥龍路49號對面-向南(107維)
4868,三民二分局,覺民所,KC100G0301,九如一路381巷與臥龍路54巷口-向西(110維)
4869,三民二分局,覺民所,KC100G0302,臥龍路25巷20號對面(加油站旁)-向西(108維)
4870,三民二分局,覺民所,KC100G0303,臥龍路25巷20號前(幼稚園旁)-向東(108維)
4871,三民二分局,覺民所,KC100G0304,有光路160巷1號前-向北(108維)
4872,三民二分局,覺民所,KC100G0305,臥龍路23巷45弄口-向南(108維)
4873,三民二分局,覺民所,KC101A1009,義德路137號對面-向北
4874,三民二分局,覺民所,KC101A1010,大昌二路與春陽街口-向北
4875,三民二分局,覺民所,KC101A1011,義德路143號前-向南(107維)
4876,三民二分局,覺民所,KC101A1012,皓東路與春陽街184巷口-向東(109維)
4877,三民二分局,覺民所,KC101A1013,皓東路76巷口-向南
4878,三民二分局,覺民所,KC101A1014,大豐二路與修武街口-向北(107維)
4879,三民二分局,覺民所,KC101A1015,大豐二路396號前-向西南(107維)
4880,三民二分局,覺民所,KC101A1016,大豐二路與皓東路口-向東北
4881,三民二分局,覺民所,KC101A1017,大豐二路與春陽街口-向南(108維)
4882,三民二分局,覺民所,KC101A1018,大豐二路與春陽街口-向西(109維)
4883,三民二分局,覺民所,KC101A1019,大豐二路372號前-向東北
4884,三民二分局,覺民所,KC101A1020,大豐二路與義德路口-向東
4885,三民二分局,覺民所,KC101A1021,春陽街167號前-向東(108維)
4886,三民二分局,覺民所,KC101A1022,修武街55號前-向南(108維)
4887,三民二分局,覺民所,KC101A1023,春陽街與皓東路112巷口-向東(108維)
4888,三民二分局,覺民所,KC101A1024,皓東路242巷與春陽街1巷3弄口(高速公路南向便道)-向南
4889,三民二分局,覺民所,KC101A1025,九如一路609號旁-向南(107維)
4890,三民二分局,覺民所,KC101A1026,教仁路83巷口-向北(107維)
4891,三民二分局,覺民所,KC101A1027,九如一路565巷口-向南(107維)
4892,三民二分局,覺民所,KC101A1028,九如一路543巷口-向南(107維)
4893,三民二分局,覺民所,KC101A1029,教仁路與大順三路359巷口-向北(107維)
4894,三民二分局,覺民所,KC101A1037,大順三路309巷與九如一路619巷口(婦幼館後方)-向西
4895,三民二分局,覺民所,KC101A1031,大順三路309巷與九如一路611巷口-向東(109維)
4896,三民二分局,覺民所,KC101A1032,大順三路309巷與九如一路565巷口-向北(107維)
4897,三民二分局,覺民所,KC101A1033,九如一路與教仁路口-向南(107維)
4898,三民二分局,覺民所,KC101A1034,教仁路與大順三路359巷口-向南
4899,三民二分局,覺民所,KC101A1035,教仁路67號前-向西
4900,三民二分局,覺民所,KC101A1036,教仁路83巷口-向南
4901,三民二分局,覺民所,KC101A1030,大順三路359巷口-向西(108維)
4902,三民二分局,覺民所,KC101A1038,九如一路619巷口-向南
4903,三民二分局,覺民所,KC101A1039,大順三路313號前-向南(108維)
4904,三民二分局,覺民所,KC101A1040,大順三路309巷7號前-向西(107維)
4905,三民二分局,覺民所,KC101A1041,覺民路與建武路口-向西(109維)
4906,三民二分局,覺民所,KC101A1042,覺民路與大順二路口-向西(107維)
4907,三民二分局,覺民所,KC101A1043,大昌二路189號前-向南(107維)
4908,三民二分局,覺民所,KC101A1044,正忠路與建興路口-向東(107維)
4909,三民二分局,覺民所,KC101A1045,建興路與建武路口-向西(109維)
4910,三民二分局,覺民所,KC101A1046,建興路與正忠路口-向南(109維)
4911,三民二分局,覺民所,KC101A1047,正忠路146巷口市場前-向北(109維)
4912,三民二分局,覺民所,KC101A1048,正忠路與義華路口-向南(107維)
4913,三民二分局,覺民所,KC101A1049,正忠路與義華路口-向東(107維)
4914,三民二分局,覺民所,KC101A1050,建武路194號前-向北(109維)
4915,三民二分局,覺民所,KC101A1051,正忠路與建武路口-向北(107維)
4916,三民二分局,覺民所,KC101A1052,正豐街82號前-向南(109維)
4917,三民二分局,覺民所,KC101A1053,正豐街82號前-向北(109維)
4918,三民二分局,覺民所,KC101A1054,大昌二路與義華路口-向南(109維)
4919,三民二分局,覺民所,KC101A1055,大昌二路與褒忠街-向南(109維)
4920,三民二分局,覺民所,KC101A1056,義華路與正豐路口-向西(107維)
4921,三民二分局,覺民所,KC101A1057,建工路297號前-向東
4922,三民二分局,覺民所,KC101A1058,建工路287巷口-向南
4923,三民二分局,覺民所,KC101A1059,建工路239號前-向東
4924,三民二分局,覺民所,KC101A1060,建工路229巷口-向南
4925,三民二分局,覺民所,KC101A1061,建工路203巷口(高速公路南向便道)-向南
